	ID	Window	GC_Content	Number of Reads
47882	NZ_CP009618.1	(1367900, 1367999)	40.0	71
47883	NZ_CP009618.1	(1368000, 1368099)	53.0	82
47884	NZ_CP009618.1	(1368100, 1368199)	40.0	82
47885	NZ_CP009618.1	(1368200, 1368299)	44.0	62
47886	NZ_CP009618.1	(1368300, 1368399)	43.0	65
47887	NZ_CP009618.1	(1368400, 1368499)	45.0	67
47888	NZ_CP009618.1	(1368500, 1368599)	53.0	57
47889	NZ_CP009618.1	(1368600, 1368699)	51.0	85
47890	NZ_CP009618.1	(1368700, 1368799)	46.0	58
47891	NZ_CP009618.1	(1368800, 1368899)	36.0	83
47892	NZ_CP009618.1	(1368900, 1368999)	43.0	84
47893	NZ_CP009618.1	(1369000, 1369099)	42.0	82
47894	NZ_CP009618.1	(1369100, 1369199)	43.0	77
47895	NZ_CP009618.1	(1369200, 1369299)	51.0	69
47896	NZ_CP009618.1	(1369300, 1369399)	46.0	74
47897	NZ_CP009618.1	(1369400, 1369499)	49.0	39
47898	NZ_CP009618.1	(1369500, 1369599)	51.0	31
47899	NZ_CP009618.1	(1369600, 1369699)	45.0	73
47900	NZ_CP009618.1	(1369700, 1369799)	42.0	64
47901	NZ_CP009618.1	(1369800, 1369899)	46.0	78
47902	NZ_CP009618.1	(1369900, 1369999)	46.0	77
47903	NZ_CP009618.1	(1370000, 1370099)	39.0	81
47904	NZ_CP009618.1	(1370100, 1370199)	49.0	63
47905	NZ_CP009618.1	(1370200, 1370299)	39.0	76
47906	NZ_CP009618.1	(1370300, 1370399)	39.0	52
47907	NZ_CP009618.1	(1370400, 1370499)	45.0	67
47908	NZ_CP009618.1	(1370500, 1370599)	55.0	64
47909	NZ_CP009618.1	(1370600, 1370699)	41.0	65
47910	NZ_CP009618.1	(1370700, 1370799)	39.0	75
47911	NZ_CP009618.1	(1370800, 1370899)	44.0	66
47912	NZ_CP009618.1	(1370900, 1370999)	51.0	74
47913	NZ_CP009618.1	(1371000, 1371099)	41.0	76
47914	NZ_CP009618.1	(1371100, 1371199)	46.0	55
47915	NZ_CP009618.1	(1371200, 1371299)	47.0	46
47916	NZ_CP009618.1	(1371300, 1371399)	41.0	73
47917	NZ_CP009618.1	(1371400, 1371499)	44.0	58
47918	NZ_CP009618.1	(1371500, 1371599)	45.0	52
47919	NZ_CP009618.1	(1371600, 1371699)	48.0	58
47920	NZ_CP009618.1	(1371700, 1371799)	44.0	77
47921	NZ_CP009618.1	(1371800, 1371899)	49.0	63
47922	NZ_CP009618.1	(1371900, 1371999)	44.0	62
47923	NZ_CP009618.1	(1372000, 1372099)	44.0	85
47924	NZ_CP009618.1	(1372100, 1372199)	41.0	79
47925	NZ_CP009618.1	(1372200, 1372299)	35.0	82
47926	NZ_CP009618.1	(1372300, 1372399)	40.0	75
47927	NZ_CP009618.1	(1372400, 1372499)	42.0	81
47928	NZ_CP009618.1	(1372500, 1372599)	44.0	71
47929	NZ_CP009618.1	(1372600, 1372699)	43.0	85
47930	NZ_CP009618.1	(1372700, 1372799)	47.0	80
47931	NZ_CP009618.1	(1372800, 1372899)	48.0	77
47932	NZ_CP009618.1	(1372900, 1372999)	38.0	87
47933	NZ_CP009618.1	(1373000, 1373099)	40.0	65
47934	NZ_CP009618.1	(1373100, 1373199)	41.0	71
47935	NZ_CP009618.1	(1373200, 1373299)	49.0	71
47936	NZ_CP009618.1	(1373300, 1373399)	45.0	82
47937	NZ_CP009618.1	(1373400, 1373499)	42.0	61
47938	NZ_CP009618.1	(1373500, 1373599)	48.0	76
47939	NZ_CP009618.1	(1373600, 1373699)	43.0	58
47940	NZ_CP009618.1	(1373700, 1373799)	42.0	56
47941	NZ_CP009618.1	(1373800, 1373899)	43.0	58
47942	NZ_CP009618.1	(1373900, 1373999)	51.0	64
47943	NZ_CP009618.1	(1374000, 1374099)	45.0	50
47944	NZ_CP009618.1	(1374100, 1374199)	40.0	67
47945	NZ_CP009618.1	(1374200, 1374299)	52.0	53
47946	NZ_CP009618.1	(1374300, 1374399)	47.0	65
47947	NZ_CP009618.1	(1374400, 1374499)	48.0	63
47948	NZ_CP009618.1	(1374500, 1374599)	46.0	76
47949	NZ_CP009618.1	(1374600, 1374699)	47.0	70
47950	NZ_CP009618.1	(1374700, 1374799)	46.0	60
47951	NZ_CP009618.1	(1374800, 1374899)	46.0	77
47952	NZ_CP009618.1	(1374900, 1374999)	48.0	87
47953	NZ_CP009618.1	(1375000, 1375099)	48.0	62
47954	NZ_CP009618.1	(1375100, 1375199)	35.0	60
47955	NZ_CP009618.1	(1375200, 1375299)	42.0	57
47956	NZ_CP009618.1	(1375300, 1375399)	49.0	67
47957	NZ_CP009618.1	(1375400, 1375499)	52.0	52
47958	NZ_CP009618.1	(1375500, 1375599)	49.0	61
47959	NZ_CP009618.1	(1375600, 1375699)	43.0	47
47960	NZ_CP009618.1	(1375700, 1375799)	57.0	55
47961	NZ_CP009618.1	(1375800, 1375899)	47.0	63
47962	NZ_CP009618.1	(1375900, 1375999)	44.0	86
47963	NZ_CP009618.1	(1376000, 1376099)	44.0	86
47964	NZ_CP009618.1	(1376100, 1376199)	44.0	95
47965	NZ_CP009618.1	(1376200, 1376299)	41.0	85
47966	NZ_CP009618.1	(1376300, 1376399)	46.0	93
47967	NZ_CP009618.1	(1376400, 1376499)	45.0	94
47968	NZ_CP009618.1	(1376500, 1376599)	50.0	69
47969	NZ_CP009618.1	(1376600, 1376699)	36.0	117
47970	NZ_CP009618.1	(1376700, 1376799)	43.0	65
47971	NZ_CP009618.1	(1376800, 1376899)	49.0	66
47972	NZ_CP009618.1	(1376900, 1376999)	54.0	78
47973	NZ_CP009618.1	(1377000, 1377099)	42.0	81
47974	NZ_CP009618.1	(1377100, 1377199)	43.0	68
47975	NZ_CP009618.1	(1377200, 1377299)	43.0	73
47976	NZ_CP009618.1	(1377300, 1377399)	45.0	75
47977	NZ_CP009618.1	(1377400, 1377499)	46.0	72
47978	NZ_CP009618.1	(1377500, 1377599)	52.0	70
47979	NZ_CP009618.1	(1377600, 1377699)	47.0	88
47980	NZ_CP009618.1	(1377700, 1377799)	47.0	91
47981	NZ_CP009618.1	(1377800, 1377899)	40.0	71
47982	NZ_CP009618.1	(1377900, 1377999)	40.0	89
47983	NZ_CP009618.1	(1378000, 1378099)	55.0	63
47984	NZ_CP009618.1	(1378100, 1378199)	49.0	62
47985	NZ_CP009618.1	(1378200, 1378299)	43.0	75
47986	NZ_CP009618.1	(1378300, 1378399)	37.0	80
47987	NZ_CP009618.1	(1378400, 1378499)	38.0	66
47988	NZ_CP009618.1	(1378500, 1378599)	44.0	64
47989	NZ_CP009618.1	(1378600, 1378699)	48.0	69
47990	NZ_CP009618.1	(1378700, 1378799)	51.0	59
47991	NZ_CP009618.1	(1378800, 1378899)	48.0	74
47992	NZ_CP009618.1	(1378900, 1378999)	46.0	64
47993	NZ_CP009618.1	(1379000, 1379099)	45.0	55
47994	NZ_CP009618.1	(1379100, 1379199)	49.0	58
47995	NZ_CP009618.1	(1379200, 1379299)	46.0	69
47996	NZ_CP009618.1	(1379300, 1379399)	44.0	55
47997	NZ_CP009618.1	(1379400, 1379499)	56.0	59
47998	NZ_CP009618.1	(1379500, 1379599)	43.0	57
47999	NZ_CP009618.1	(1379600, 1379699)	42.0	83
48000	NZ_CP009618.1	(1379700, 1379799)	48.0	66
48001	NZ_CP009618.1	(1379800, 1379899)	35.0	67
48002	NZ_CP009618.1	(1379900, 1379999)	45.0	63
48003	NZ_CP009618.1	(1380000, 1380099)	54.0	88
48004	NZ_CP009618.1	(1380100, 1380199)	38.0	69
48005	NZ_CP009618.1	(1380200, 1380299)	42.0	60
48006	NZ_CP009618.1	(1380300, 1380399)	54.0	66
48007	NZ_CP009618.1	(1380400, 1380499)	43.0	83
48008	NZ_CP009618.1	(1380500, 1380599)	45.0	68
48009	NZ_CP009618.1	(1380600, 1380699)	51.0	76
48010	NZ_CP009618.1	(1380700, 1380799)	37.0	79
48011	NZ_CP009618.1	(1380800, 1380899)	39.0	82
48012	NZ_CP009618.1	(1380900, 1380999)	45.0	74
48013	NZ_CP009618.1	(1381000, 1381099)	42.0	96
48014	NZ_CP009618.1	(1381100, 1381199)	38.0	78
48015	NZ_CP009618.1	(1381200, 1381299)	33.0	86
48016	NZ_CP009618.1	(1381300, 1381399)	33.0	65
48017	NZ_CP009618.1	(1381400, 1381499)	40.0	76
48018	NZ_CP009618.1	(1381500, 1381599)	46.0	70
48019	NZ_CP009618.1	(1381600, 1381699)	48.0	79
48020	NZ_CP009618.1	(1381700, 1381799)	43.0	78
48021	NZ_CP009618.1	(1381800, 1381899)	46.0	67
48022	NZ_CP009618.1	(1381900, 1381999)	47.0	52
48023	NZ_CP009618.1	(1382000, 1382099)	50.0	72
48024	NZ_CP009618.1	(1382100, 1382199)	50.0	61
48025	NZ_CP009618.1	(1382200, 1382299)	53.0	71
48026	NZ_CP009618.1	(1382300, 1382399)	44.0	63
48027	NZ_CP009618.1	(1382400, 1382499)	47.0	64
48028	NZ_CP009618.1	(1382500, 1382599)	50.0	47
48029	NZ_CP009618.1	(1382600, 1382699)	41.0	6
48030	NZ_CP009618.1	(1382700, 1382799)	51.0	18
48031	NZ_CP009618.1	(1382800, 1382899)	47.0	77
48032	NZ_CP009618.1	(1382900, 1382999)	50.0	67
48033	NZ_CP009618.1	(1383000, 1383099)	45.0	71
48034	NZ_CP009618.1	(1383100, 1383199)	41.0	63
48035	NZ_CP009618.1	(1383200, 1383299)	44.0	1
48036	NZ_CP009618.1	(1383300, 1383399)	33.0	127
48037	NZ_CP009618.1	(1383400, 1383499)	43.0	76
48038	NZ_CP009618.1	(1383500, 1383599)	44.0	88
48039	NZ_CP009618.1	(1383600, 1383699)	44.0	74
48040	NZ_CP009618.1	(1383700, 1383799)	54.0	69
48041	NZ_CP009618.1	(1383800, 1383899)	50.0	62
48042	NZ_CP009618.1	(1383900, 1383999)	43.0	68
48043	NZ_CP009618.1	(1384000, 1384099)	48.0	53
48044	NZ_CP009618.1	(1384100, 1384199)	44.0	43
48045	NZ_CP009618.1	(1384200, 1384299)	51.0	69
48046	NZ_CP009618.1	(1384300, 1384399)	47.0	57
48047	NZ_CP009618.1	(1384400, 1384499)	52.0	74
48048	NZ_CP009618.1	(1384500, 1384599)	45.0	89
48049	NZ_CP009618.1	(1384600, 1384699)	40.0	74
48050	NZ_CP009618.1	(1384700, 1384799)	44.0	81
48051	NZ_CP009618.1	(1384800, 1384899)	43.0	73
48052	NZ_CP009618.1	(1384900, 1384999)	47.0	63
48053	NZ_CP009618.1	(1385000, 1385099)	46.0	78
48054	NZ_CP009618.1	(1385100, 1385199)	50.0	82
48055	NZ_CP009618.1	(1385200, 1385299)	42.0	76
48056	NZ_CP009618.1	(1385300, 1385399)	48.0	73
48057	NZ_CP009618.1	(1385400, 1385499)	53.0	66
48058	NZ_CP009618.1	(1385500, 1385599)	50.0	70
48059	NZ_CP009618.1	(1385600, 1385699)	46.0	67
48060	NZ_CP009618.1	(1385700, 1385799)	49.0	61
48061	NZ_CP009618.1	(1385800, 1385899)	46.0	41
48062	NZ_CP009618.1	(1385900, 1385999)	45.0	53
48063	NZ_CP009618.1	(1386000, 1386099)	53.0	54
48064	NZ_CP009618.1	(1386100, 1386199)	50.0	66
48065	NZ_CP009618.1	(1386200, 1386299)	40.0	70
48066	NZ_CP009618.1	(1386300, 1386399)	50.0	62
48067	NZ_CP009618.1	(1386400, 1386499)	53.0	80
48068	NZ_CP009618.1	(1386500, 1386599)	53.0	74
48069	NZ_CP009618.1	(1386600, 1386699)	48.0	84
48070	NZ_CP009618.1	(1386700, 1386799)	48.0	72
48071	NZ_CP009618.1	(1386800, 1386899)	47.0	79
48072	NZ_CP009618.1	(1386900, 1386999)	46.0	83
48073	NZ_CP009618.1	(1387000, 1387099)	48.0	86
48074	NZ_CP009618.1	(1387100, 1387199)	43.0	88
48075	NZ_CP009618.1	(1387200, 1387299)	43.0	83
48076	NZ_CP009618.1	(1387300, 1387399)	44.0	57
48077	NZ_CP009618.1	(1387400, 1387499)	46.0	62
48078	NZ_CP009618.1	(1387500, 1387599)	49.0	72
48079	NZ_CP009618.1	(1387600, 1387699)	43.0	81
48080	NZ_CP009618.1	(1387700, 1387799)	51.0	65
48081	NZ_CP009618.1	(1387800, 1387899)	48.0	99
48082	NZ_CP009618.1	(1387900, 1387999)	44.0	82
48083	NZ_CP009618.1	(1388000, 1388099)	43.0	100
48084	NZ_CP009618.1	(1388100, 1388199)	40.0	105
48085	NZ_CP009618.1	(1388200, 1388299)	27.0	118
48086	NZ_CP009618.1	(1388300, 1388399)	36.0	101
48087	NZ_CP009618.1	(1388400, 1388499)	26.0	98
48088	NZ_CP009618.1	(1388500, 1388599)	49.0	94
48089	NZ_CP009618.1	(1388600, 1388699)	44.0	96
48090	NZ_CP009618.1	(1388700, 1388799)	44.0	136
48091	NZ_CP009618.1	(1388800, 1388899)	40.0	87
48092	NZ_CP009618.1	(1388900, 1388999)	39.0	108
48093	NZ_CP009618.1	(1389000, 1389099)	37.0	102
48094	NZ_CP009618.1	(1389100, 1389199)	30.0	93
48095	NZ_CP009618.1	(1389200, 1389299)	33.0	83
48096	NZ_CP009618.1	(1389300, 1389399)	48.0	70
48097	NZ_CP009618.1	(1389400, 1389499)	49.0	76
48098	NZ_CP009618.1	(1389500, 1389599)	42.0	62
48099	NZ_CP009618.1	(1389600, 1389699)	52.0	51
48100	NZ_CP009618.1	(1389700, 1389799)	49.0	62
48101	NZ_CP009618.1	(1389800, 1389899)	39.0	71
48102	NZ_CP009618.1	(1389900, 1389999)	50.0	59
48103	NZ_CP009618.1	(1390000, 1390099)	46.0	75
48104	NZ_CP009618.1	(1390100, 1390199)	51.0	54
48105	NZ_CP009618.1	(1390200, 1390299)	53.0	71
48106	NZ_CP009618.1	(1390300, 1390399)	52.0	76
48107	NZ_CP009618.1	(1390400, 1390499)	51.0	80
48108	NZ_CP009618.1	(1390500, 1390599)	49.0	78
48109	NZ_CP009618.1	(1390600, 1390699)	46.0	93
48110	NZ_CP009618.1	(1390700, 1390799)	43.0	82
48111	NZ_CP009618.1	(1390800, 1390899)	38.0	98
48112	NZ_CP009618.1	(1390900, 1390999)	33.0	100
48113	NZ_CP009618.1	(1391000, 1391099)	33.0	86
48114	NZ_CP009618.1	(1391100, 1391199)	48.0	55
48115	NZ_CP009618.1	(1391200, 1391299)	41.0	74
48116	NZ_CP009618.1	(1391300, 1391399)	44.0	86
48117	NZ_CP009618.1	(1391400, 1391499)	48.0	72
48118	NZ_CP009618.1	(1391500, 1391599)	54.0	59
48119	NZ_CP009618.1	(1391600, 1391699)	48.0	56
48120	NZ_CP009618.1	(1391700, 1391799)	46.0	66
48121	NZ_CP009618.1	(1391800, 1391899)	47.0	73
48122	NZ_CP009618.1	(1391900, 1391999)	49.0	70
48123	NZ_CP009618.1	(1392000, 1392099)	34.0	86
48124	NZ_CP009618.1	(1392100, 1392199)	42.0	90
48125	NZ_CP009618.1	(1392200, 1392299)	41.0	68
48126	NZ_CP009618.1	(1392300, 1392399)	54.0	67
48127	NZ_CP009618.1	(1392400, 1392499)	44.0	72
48128	NZ_CP009618.1	(1392500, 1392599)	45.0	58
48129	NZ_CP009618.1	(1392600, 1392699)	52.0	56
48130	NZ_CP009618.1	(1392700, 1392799)	50.0	80
48131	NZ_CP009618.1	(1392800, 1392899)	51.0	66
48132	NZ_CP009618.1	(1392900, 1392999)	42.0	68
48133	NZ_CP009618.1	(1393000, 1393099)	46.0	60
48134	NZ_CP009618.1	(1393100, 1393199)	49.0	49
48135	NZ_CP009618.1	(1393200, 1393299)	56.0	60
48136	NZ_CP009618.1	(1393300, 1393399)	44.0	70
48137	NZ_CP009618.1	(1393400, 1393499)	47.0	61
48138	NZ_CP009618.1	(1393500, 1393599)	47.0	59
48139	NZ_CP009618.1	(1393600, 1393699)	48.0	55
48140	NZ_CP009618.1	(1393700, 1393799)	42.0	78
48141	NZ_CP009618.1	(1393800, 1393899)	41.0	59
48142	NZ_CP009618.1	(1393900, 1393999)	50.0	55
48143	NZ_CP009618.1	(1394000, 1394099)	41.0	72
48144	NZ_CP009618.1	(1394100, 1394199)	39.0	70
48145	NZ_CP009618.1	(1394200, 1394299)	35.0	74
48146	NZ_CP009618.1	(1394300, 1394399)	49.0	59
48147	NZ_CP009618.1	(1394400, 1394499)	42.0	56
48148	NZ_CP009618.1	(1394500, 1394599)	55.0	66
48149	NZ_CP009618.1	(1394600, 1394699)	46.0	53
48150	NZ_CP009618.1	(1394700, 1394799)	47.0	71
48151	NZ_CP009618.1	(1394800, 1394899)	49.0	72
48152	NZ_CP009618.1	(1394900, 1394999)	43.0	65
48153	NZ_CP009618.1	(1395000, 1395099)	48.0	70
48154	NZ_CP009618.1	(1395100, 1395199)	49.0	57
48155	NZ_CP009618.1	(1395200, 1395299)	52.0	51
48156	NZ_CP009618.1	(1395300, 1395399)	50.0	75
48157	NZ_CP009618.1	(1395400, 1395499)	50.0	76
48158	NZ_CP009618.1	(1395500, 1395599)	42.0	75
48159	NZ_CP009618.1	(1395600, 1395699)	44.0	56
48160	NZ_CP009618.1	(1395700, 1395799)	55.0	87
48161	NZ_CP009618.1	(1395800, 1395899)	40.0	87
48162	NZ_CP009618.1	(1395900, 1395999)	45.0	74
48163	NZ_CP009618.1	(1396000, 1396099)	43.0	71
48164	NZ_CP009618.1	(1396100, 1396199)	42.0	71
48165	NZ_CP009618.1	(1396200, 1396299)	42.0	81
48166	NZ_CP009618.1	(1396300, 1396399)	44.0	88
48167	NZ_CP009618.1	(1396400, 1396499)	41.0	75
48168	NZ_CP009618.1	(1396500, 1396599)	44.0	73
48169	NZ_CP009618.1	(1396600, 1396699)	50.0	70
48170	NZ_CP009618.1	(1396700, 1396799)	47.0	60
48171	NZ_CP009618.1	(1396800, 1396899)	47.0	63
48172	NZ_CP009618.1	(1396900, 1396999)	50.0	68
48173	NZ_CP009618.1	(1397000, 1397099)	42.0	84
48174	NZ_CP009618.1	(1397100, 1397199)	48.0	78
48175	NZ_CP009618.1	(1397200, 1397299)	40.0	95
48176	NZ_CP009618.1	(1397300, 1397399)	35.0	94
48177	NZ_CP009618.1	(1397400, 1397499)	45.0	88
48178	NZ_CP009618.1	(1397500, 1397599)	39.0	75
48179	NZ_CP009618.1	(1397600, 1397699)	43.0	86
48180	NZ_CP009618.1	(1397700, 1397799)	41.0	81
48181	NZ_CP009618.1	(1397800, 1397899)	45.0	66
48182	NZ_CP009618.1	(1397900, 1397999)	42.0	85
48183	NZ_CP009618.1	(1398000, 1398099)	42.0	82
48184	NZ_CP009618.1	(1398100, 1398199)	37.0	82
48185	NZ_CP009618.1	(1398200, 1398299)	46.0	99
48186	NZ_CP009618.1	(1398300, 1398399)	42.0	66
48187	NZ_CP009618.1	(1398400, 1398499)	47.0	70
48188	NZ_CP009618.1	(1398500, 1398599)	48.0	64
48189	NZ_CP009618.1	(1398600, 1398699)	46.0	85
48190	NZ_CP009618.1	(1398700, 1398799)	38.0	72
48191	NZ_CP009618.1	(1398800, 1398899)	46.0	62
48192	NZ_CP009618.1	(1398900, 1398999)	46.0	67
48193	NZ_CP009618.1	(1399000, 1399099)	48.0	77
48194	NZ_CP009618.1	(1399100, 1399199)	44.0	96
48195	NZ_CP009618.1	(1399200, 1399299)	40.0	95
48196	NZ_CP009618.1	(1399300, 1399399)	44.0	101
48197	NZ_CP009618.1	(1399400, 1399499)	29.0	101
48198	NZ_CP009618.1	(1399500, 1399599)	33.0	93
48199	NZ_CP009618.1	(1399600, 1399699)	43.0	90
48200	NZ_CP009618.1	(1399700, 1399799)	47.0	77
48201	NZ_CP009618.1	(1399800, 1399899)	44.0	79
48202	NZ_CP009618.1	(1399900, 1399999)	46.0	89
48203	NZ_CP009618.1	(1400000, 1400099)	47.0	79
48204	NZ_CP009618.1	(1400100, 1400199)	37.0	94
48205	NZ_CP009618.1	(1400200, 1400299)	40.0	93
48206	NZ_CP009618.1	(1400300, 1400399)	46.0	80
48207	NZ_CP009618.1	(1400400, 1400499)	48.0	61
48208	NZ_CP009618.1	(1400500, 1400599)	47.0	55
48209	NZ_CP009618.1	(1400600, 1400699)	47.0	66
48210	NZ_CP009618.1	(1400700, 1400799)	37.0	86
48211	NZ_CP009618.1	(1400800, 1400899)	50.0	70
48212	NZ_CP009618.1	(1400900, 1400999)	40.0	89
48213	NZ_CP009618.1	(1401000, 1401099)	38.0	76
48214	NZ_CP009618.1	(1401100, 1401199)	31.0	87
48215	NZ_CP009618.1	(1401200, 1401299)	53.0	64
48216	NZ_CP009618.1	(1401300, 1401399)	52.0	68
48217	NZ_CP009618.1	(1401400, 1401499)	48.0	60
48218	NZ_CP009618.1	(1401500, 1401599)	45.0	66
48219	NZ_CP009618.1	(1401600, 1401699)	48.0	53
48220	NZ_CP009618.1	(1401700, 1401799)	47.0	73
48221	NZ_CP009618.1	(1401800, 1401899)	44.0	67
48222	NZ_CP009618.1	(1401900, 1401999)	49.0	72
48223	NZ_CP009618.1	(1402000, 1402099)	34.0	91
48224	NZ_CP009618.1	(1402100, 1402199)	30.0	83
48225	NZ_CP009618.1	(1402200, 1402299)	29.0	93
48226	NZ_CP009618.1	(1402300, 1402399)	46.0	66
48227	NZ_CP009618.1	(1402400, 1402499)	43.0	89
48228	NZ_CP009618.1	(1402500, 1402599)	46.0	73
48229	NZ_CP009618.1	(1402600, 1402699)	44.0	98
48230	NZ_CP009618.1	(1402700, 1402799)	40.0	83
48231	NZ_CP009618.1	(1402800, 1402899)	38.0	76
48232	NZ_CP009618.1	(1402900, 1402999)	48.0	72
48233	NZ_CP009618.1	(1403000, 1403099)	41.0	98
48234	NZ_CP009618.1	(1403100, 1403199)	37.0	72
48235	NZ_CP009618.1	(1403200, 1403299)	40.0	85
48236	NZ_CP009618.1	(1403300, 1403399)	50.0	55
48237	NZ_CP009618.1	(1403400, 1403499)	43.0	88
48238	NZ_CP009618.1	(1403500, 1403599)	47.0	35
48239	NZ_CP009618.1	(1403600, 1403699)	54.0	68
48240	NZ_CP009618.1	(1403700, 1403799)	48.0	71
48241	NZ_CP009618.1	(1403800, 1403899)	34.0	77
48242	NZ_CP009618.1	(1403900, 1403999)	35.0	91
48243	NZ_CP009618.1	(1404000, 1404099)	39.0	76
48244	NZ_CP009618.1	(1404100, 1404199)	43.0	81
48245	NZ_CP009618.1	(1404200, 1404299)	55.0	60
48246	NZ_CP009618.1	(1404300, 1404399)	41.0	80
48247	NZ_CP009618.1	(1404400, 1404499)	38.0	81
48248	NZ_CP009618.1	(1404500, 1404599)	39.0	88
48249	NZ_CP009618.1	(1404600, 1404699)	44.0	88
48250	NZ_CP009618.1	(1404700, 1404799)	45.0	95
48251	NZ_CP009618.1	(1404800, 1404899)	52.0	93
48252	NZ_CP009618.1	(1404900, 1404999)	45.0	67
48253	NZ_CP009618.1	(1405000, 1405099)	45.0	81
48254	NZ_CP009618.1	(1405100, 1405199)	42.0	77
48255	NZ_CP009618.1	(1405200, 1405299)	39.0	63
48256	NZ_CP009618.1	(1405300, 1405399)	43.0	83
48257	NZ_CP009618.1	(1405400, 1405499)	40.0	74
48258	NZ_CP009618.1	(1405500, 1405599)	41.0	66
48259	NZ_CP009618.1	(1405600, 1405699)	42.0	86
48260	NZ_CP009618.1	(1405700, 1405799)	47.0	80
48261	NZ_CP009618.1	(1405800, 1405899)	38.0	90
48262	NZ_CP009618.1	(1405900, 1405999)	31.0	92
48263	NZ_CP009618.1	(1406000, 1406099)	38.0	84
48264	NZ_CP009618.1	(1406100, 1406199)	45.0	104
48265	NZ_CP009618.1	(1406200, 1406299)	38.0	83
48266	NZ_CP009618.1	(1406300, 1406399)	45.0	81
48267	NZ_CP009618.1	(1406400, 1406499)	52.0	89
48268	NZ_CP009618.1	(1406500, 1406599)	33.0	86
48269	NZ_CP009618.1	(1406600, 1406699)	37.0	71
48270	NZ_CP009618.1	(1406700, 1406799)	51.0	59
48271	NZ_CP009618.1	(1406800, 1406899)	52.0	71
48272	NZ_CP009618.1	(1406900, 1406999)	41.0	70
48273	NZ_CP009618.1	(1407000, 1407099)	42.0	65
48274	NZ_CP009618.1	(1407100, 1407199)	55.0	51
48275	NZ_CP009618.1	(1407200, 1407299)	51.0	63
48276	NZ_CP009618.1	(1407300, 1407399)	47.0	59
48277	NZ_CP009618.1	(1407400, 1407499)	39.0	93
48278	NZ_CP009618.1	(1407500, 1407599)	44.0	78
48279	NZ_CP009618.1	(1407600, 1407699)	40.0	85
48280	NZ_CP009618.1	(1407700, 1407799)	41.0	80
48281	NZ_CP009618.1	(1407800, 1407899)	46.0	90
48282	NZ_CP009618.1	(1407900, 1407999)	54.0	67
48283	NZ_CP009618.1	(1408000, 1408099)	49.0	81
48284	NZ_CP009618.1	(1408100, 1408199)	44.0	88
48285	NZ_CP009618.1	(1408200, 1408299)	43.0	79
48286	NZ_CP009618.1	(1408300, 1408399)	45.0	85
48287	NZ_CP009618.1	(1408400, 1408499)	39.0	85
48288	NZ_CP009618.1	(1408500, 1408599)	48.0	75
48289	NZ_CP009618.1	(1408600, 1408699)	46.0	71
48290	NZ_CP009618.1	(1408700, 1408799)	48.0	65
48291	NZ_CP009618.1	(1408800, 1408899)	51.0	84
48292	NZ_CP009618.1	(1408900, 1408999)	43.0	79
48293	NZ_CP009618.1	(1409000, 1409099)	33.0	73
48294	NZ_CP009618.1	(1409100, 1409199)	31.0	92
48295	NZ_CP009618.1	(1409200, 1409299)	42.0	55
48296	NZ_CP009618.1	(1409300, 1409399)	50.0	39
48297	NZ_CP009618.1	(1409400, 1409499)	54.0	53
48298	NZ_CP009618.1	(1409500, 1409599)	40.0	59
48299	NZ_CP009618.1	(1409600, 1409699)	51.0	53
48300	NZ_CP009618.1	(1409700, 1409799)	52.0	70
48301	NZ_CP009618.1	(1409800, 1409899)	39.0	80
48302	NZ_CP009618.1	(1409900, 1409999)	48.0	74
48303	NZ_CP009618.1	(1410000, 1410099)	43.0	74
48304	NZ_CP009618.1	(1410100, 1410199)	49.0	77
48305	NZ_CP009618.1	(1410200, 1410299)	46.0	88
48306	NZ_CP009618.1	(1410300, 1410399)	41.0	77
48307	NZ_CP009618.1	(1410400, 1410499)	35.0	88
48308	NZ_CP009618.1	(1410500, 1410599)	39.0	77
48309	NZ_CP009618.1	(1410600, 1410699)	38.0	93
48310	NZ_CP009618.1	(1410700, 1410799)	44.0	63
48311	NZ_CP009618.1	(1410800, 1410899)	46.0	77
48312	NZ_CP009618.1	(1410900, 1410999)	45.0	98
48313	NZ_CP009618.1	(1411000, 1411099)	43.0	89
48314	NZ_CP009618.1	(1411100, 1411199)	27.0	119
48315	NZ_CP009618.1	(1411200, 1411299)	23.0	120
48316	NZ_CP009618.1	(1411300, 1411399)	24.0	114
48317	NZ_CP009618.1	(1411400, 1411499)	31.0	95
48318	NZ_CP009618.1	(1411500, 1411599)	40.0	100
48319	NZ_CP009618.1	(1411600, 1411699)	43.0	106
48320	NZ_CP009618.1	(1411700, 1411799)	44.0	76
48321	NZ_CP009618.1	(1411800, 1411899)	41.0	69
48322	NZ_CP009618.1	(1411900, 1411999)	40.0	93
48323	NZ_CP009618.1	(1412000, 1412099)	39.0	79
48324	NZ_CP009618.1	(1412100, 1412199)	39.0	80
48325	NZ_CP009618.1	(1412200, 1412299)	44.0	54
48326	NZ_CP009618.1	(1412300, 1412399)	42.0	78
48327	NZ_CP009618.1	(1412400, 1412499)	48.0	53
48328	NZ_CP009618.1	(1412500, 1412599)	51.0	58
48329	NZ_CP009618.1	(1412600, 1412699)	52.0	78
48330	NZ_CP009618.1	(1412700, 1412799)	53.0	75
48331	NZ_CP009618.1	(1412800, 1412899)	35.0	78
