REFID,window,GC,hits
NZ_CP009618.1,"(1021200, 1021299)",43.0,92
NZ_CP009618.1,"(1021300, 1021399)",54.0,90
NZ_CP009618.1,"(1021400, 1021499)",45.0,99
NZ_CP009618.1,"(1021500, 1021599)",47.0,74
NZ_CP009618.1,"(1021600, 1021699)",47.0,74
NZ_CP009618.1,"(1021700, 1021799)",44.0,73
NZ_CP009618.1,"(1021800, 1021899)",50.0,97
NZ_CP009618.1,"(1021900, 1021999)",43.0,88
NZ_CP009618.1,"(1022000, 1022099)",42.0,93
NZ_CP009618.1,"(1022100, 1022199)",38.0,103
NZ_CP009618.1,"(1022200, 1022299)",28.0,108
NZ_CP009618.1,"(1022300, 1022399)",37.0,98
NZ_CP009618.1,"(1022400, 1022499)",39.0,95
NZ_CP009618.1,"(1022500, 1022599)",37.0,96
NZ_CP009618.1,"(1022600, 1022699)",44.0,78
NZ_CP009618.1,"(1022700, 1022799)",38.0,67
NZ_CP009618.1,"(1022800, 1022899)",47.0,75
NZ_CP009618.1,"(1022900, 1022999)",44.0,77
NZ_CP009618.1,"(1023000, 1023099)",38.0,64
NZ_CP009618.1,"(1023100, 1023199)",43.0,87
NZ_CP009618.1,"(1023200, 1023299)",37.0,83
NZ_CP009618.1,"(1023300, 1023399)",41.0,67
NZ_CP009618.1,"(1023400, 1023499)",49.0,51
NZ_CP009618.1,"(1023500, 1023599)",42.0,61
NZ_CP009618.1,"(1023600, 1023699)",55.0,61
NZ_CP009618.1,"(1023700, 1023799)",41.0,86
NZ_CP009618.1,"(1023800, 1023899)",42.0,70
NZ_CP009618.1,"(1023900, 1023999)",43.0,69
NZ_CP009618.1,"(1024000, 1024099)",41.0,84
NZ_CP009618.1,"(1024100, 1024199)",40.0,66
NZ_CP009618.1,"(1024200, 1024299)",38.0,71
NZ_CP009618.1,"(1024300, 1024399)",48.0,62
NZ_CP009618.1,"(1024400, 1024499)",44.0,72
NZ_CP009618.1,"(1024500, 1024599)",43.0,81
NZ_CP009618.1,"(1024600, 1024699)",43.0,75
NZ_CP009618.1,"(1024700, 1024799)",44.0,77
NZ_CP009618.1,"(1024800, 1024899)",44.0,67
NZ_CP009618.1,"(1024900, 1024999)",46.0,78
NZ_CP009618.1,"(1025000, 1025099)",35.0,90
NZ_CP009618.1,"(1025100, 1025199)",28.0,69
NZ_CP009618.1,"(1025200, 1025299)",37.0,73
NZ_CP009618.1,"(1025300, 1025399)",43.0,68
NZ_CP009618.1,"(1025400, 1025499)",42.0,61
NZ_CP009618.1,"(1025500, 1025599)",48.0,56
NZ_CP009618.1,"(1025600, 1025699)",43.0,53
NZ_CP009618.1,"(1025700, 1025799)",42.0,43
NZ_CP009618.1,"(1025800, 1025899)",49.0,56
NZ_CP009618.1,"(1025900, 1025999)",43.0,69
NZ_CP009618.1,"(1026000, 1026099)",50.0,45
NZ_CP009618.1,"(1026100, 1026199)",48.0,56
NZ_CP009618.1,"(1026200, 1026299)",54.0,47
NZ_CP009618.1,"(1026300, 1026399)",48.0,50
NZ_CP009618.1,"(1026400, 1026499)",47.0,64
NZ_CP009618.1,"(1026500, 1026599)",44.0,65
NZ_CP009618.1,"(1026600, 1026699)",45.0,57
NZ_CP009618.1,"(1026700, 1026799)",41.0,71
NZ_CP009618.1,"(1026800, 1026899)",38.0,68
NZ_CP009618.1,"(1026900, 1026999)",49.0,67
NZ_CP009618.1,"(1027000, 1027099)",50.0,64
NZ_CP009618.1,"(1027100, 1027199)",39.0,80
NZ_CP009618.1,"(1027200, 1027299)",40.0,78
NZ_CP009618.1,"(1027300, 1027399)",51.0,59
NZ_CP009618.1,"(1027400, 1027499)",42.0,68
NZ_CP009618.1,"(1027500, 1027599)",47.0,59
NZ_CP009618.1,"(1027600, 1027699)",49.0,57
NZ_CP009618.1,"(1027700, 1027799)",42.0,66
NZ_CP009618.1,"(1027800, 1027899)",46.0,70
NZ_CP009618.1,"(1027900, 1027999)",53.0,54
NZ_CP009618.1,"(1028000, 1028099)",48.0,55
NZ_CP009618.1,"(1028100, 1028199)",44.0,77
NZ_CP009618.1,"(1028200, 1028299)",50.0,75
NZ_CP009618.1,"(1028300, 1028399)",49.0,65
NZ_CP009618.1,"(1028400, 1028499)",59.0,52
NZ_CP009618.1,"(1028500, 1028599)",50.0,75
NZ_CP009618.1,"(1028600, 1028699)",49.0,52
NZ_CP009618.1,"(1028700, 1028799)",45.0,69
NZ_CP009618.1,"(1028800, 1028899)",50.0,68
NZ_CP009618.1,"(1028900, 1028999)",48.0,63
NZ_CP009618.1,"(1029000, 1029099)",51.0,61
NZ_CP009618.1,"(1029100, 1029199)",47.0,73
NZ_CP009618.1,"(1029200, 1029299)",42.0,69
NZ_CP009618.1,"(1029300, 1029399)",47.0,43
NZ_CP009618.1,"(1029400, 1029499)",42.0,47
NZ_CP009618.1,"(1029500, 1029599)",47.0,74
NZ_CP009618.1,"(1029600, 1029699)",44.0,73
NZ_CP009618.1,"(1029700, 1029799)",58.0,47
NZ_CP009618.1,"(1029800, 1029899)",55.0,70
NZ_CP009618.1,"(1029900, 1029999)",43.0,78
NZ_CP009618.1,"(1030000, 1030099)",47.0,67
NZ_CP009618.1,"(1030100, 1030199)",43.0,77
NZ_CP009618.1,"(1030200, 1030299)",51.0,85
NZ_CP009618.1,"(1030300, 1030399)",47.0,63
NZ_CP009618.1,"(1030400, 1030499)",42.0,60
NZ_CP009618.1,"(1030500, 1030599)",50.0,68
NZ_CP009618.1,"(1030600, 1030699)",51.0,82
NZ_CP009618.1,"(1030700, 1030799)",48.0,65
NZ_CP009618.1,"(1030800, 1030899)",49.0,70
NZ_CP009618.1,"(1030900, 1030999)",47.0,73
NZ_CP009618.1,"(1031000, 1031099)",48.0,73
NZ_CP009618.1,"(1031100, 1031199)",42.0,83
NZ_CP009618.1,"(1031200, 1031299)",46.0,79
NZ_CP009618.1,"(1031300, 1031399)",49.0,66
NZ_CP009618.1,"(1031400, 1031499)",48.0,70
NZ_CP009618.1,"(1031500, 1031599)",38.0,79
NZ_CP009618.1,"(1031600, 1031699)",39.0,73
NZ_CP009618.1,"(1031700, 1031799)",51.0,57
NZ_CP009618.1,"(1031800, 1031899)",39.0,77
NZ_CP009618.1,"(1031900, 1031999)",51.0,85
NZ_CP009618.1,"(1032000, 1032099)",42.0,86
NZ_CP009618.1,"(1032100, 1032199)",43.0,92
NZ_CP009618.1,"(1032200, 1032299)",27.0,84
NZ_CP009618.1,"(1032300, 1032399)",34.0,85
NZ_CP009618.1,"(1032400, 1032499)",39.0,89
NZ_CP009618.1,"(1032500, 1032599)",43.0,65
NZ_CP009618.1,"(1032600, 1032699)",49.0,84
NZ_CP009618.1,"(1032700, 1032799)",45.0,67
NZ_CP009618.1,"(1032800, 1032899)",43.0,70
NZ_CP009618.1,"(1032900, 1032999)",43.0,81
NZ_CP009618.1,"(1033000, 1033099)",41.0,90
NZ_CP009618.1,"(1033100, 1033199)",46.0,82
NZ_CP009618.1,"(1033200, 1033299)",43.0,78
NZ_CP009618.1,"(1033300, 1033399)",42.0,105
NZ_CP009618.1,"(1033400, 1033499)",37.0,93
NZ_CP009618.1,"(1033500, 1033599)",47.0,88
NZ_CP009618.1,"(1033600, 1033699)",44.0,78
NZ_CP009618.1,"(1033700, 1033799)",44.0,85
NZ_CP009618.1,"(1033800, 1033899)",30.0,88
NZ_CP009618.1,"(1033900, 1033999)",30.0,41
NZ_CP009618.1,"(1034000, 1034099)",31.0,157
NZ_CP009618.1,"(1034100, 1034199)",31.0,84
NZ_CP009618.1,"(1034200, 1034299)",29.0,84
NZ_CP009618.1,"(1034300, 1034399)",47.0,69
NZ_CP009618.1,"(1034400, 1034499)",39.0,73
NZ_CP009618.1,"(1034500, 1034599)",49.0,73
NZ_CP009618.1,"(1034600, 1034699)",42.0,71
NZ_CP009618.1,"(1034700, 1034799)",46.0,69
NZ_CP009618.1,"(1034800, 1034899)",43.0,74
NZ_CP009618.1,"(1034900, 1034999)",43.0,54
NZ_CP009618.1,"(1035000, 1035099)",43.0,62
NZ_CP009618.1,"(1035100, 1035199)",38.0,79
NZ_CP009618.1,"(1035200, 1035299)",44.0,60
NZ_CP009618.1,"(1035300, 1035399)",44.0,67
NZ_CP009618.1,"(1035400, 1035499)",40.0,82
NZ_CP009618.1,"(1035500, 1035599)",46.0,68
NZ_CP009618.1,"(1035600, 1035699)",39.0,75
NZ_CP009618.1,"(1035700, 1035799)",47.0,67
NZ_CP009618.1,"(1035800, 1035899)",39.0,60
NZ_CP009618.1,"(1035900, 1035999)",52.0,61
NZ_CP009618.1,"(1036000, 1036099)",40.0,93
NZ_CP009618.1,"(1036100, 1036199)",42.0,76
NZ_CP009618.1,"(1036200, 1036299)",44.0,83
NZ_CP009618.1,"(1036300, 1036399)",48.0,72
NZ_CP009618.1,"(1036400, 1036499)",41.0,90
NZ_CP009618.1,"(1036500, 1036599)",38.0,87
NZ_CP009618.1,"(1036600, 1036699)",33.0,78
NZ_CP009618.1,"(1036700, 1036799)",46.0,76
NZ_CP009618.1,"(1036800, 1036899)",48.0,62
NZ_CP009618.1,"(1036900, 1036999)",48.0,70
NZ_CP009618.1,"(1037000, 1037099)",46.0,66
NZ_CP009618.1,"(1037100, 1037199)",49.0,51
NZ_CP009618.1,"(1037200, 1037299)",40.0,80
NZ_CP009618.1,"(1037300, 1037399)",42.0,58
NZ_CP009618.1,"(1037400, 1037499)",43.0,70
NZ_CP009618.1,"(1037500, 1037599)",44.0,74
NZ_CP009618.1,"(1037600, 1037699)",50.0,57
NZ_CP009618.1,"(1037700, 1037799)",48.0,66
NZ_CP009618.1,"(1037800, 1037899)",47.0,65
NZ_CP009618.1,"(1037900, 1037999)",46.0,74
NZ_CP009618.1,"(1038000, 1038099)",39.0,61
NZ_CP009618.1,"(1038100, 1038199)",49.0,59
NZ_CP009618.1,"(1038200, 1038299)",49.0,74
NZ_CP009618.1,"(1038300, 1038399)",47.0,81
NZ_CP009618.1,"(1038400, 1038499)",43.0,83
NZ_CP009618.1,"(1038500, 1038599)",43.0,103
NZ_CP009618.1,"(1038600, 1038699)",40.0,101
NZ_CP009618.1,"(1038700, 1038799)",37.0,101
NZ_CP009618.1,"(1038800, 1038899)",29.0,98
NZ_CP009618.1,"(1038900, 1038999)",33.0,106
NZ_CP009618.1,"(1039000, 1039099)",26.0,84
NZ_CP009618.1,"(1039100, 1039199)",38.0,90
NZ_CP009618.1,"(1039200, 1039299)",49.0,67
NZ_CP009618.1,"(1039300, 1039399)",46.0,66
NZ_CP009618.1,"(1039400, 1039499)",48.0,84
NZ_CP009618.1,"(1039500, 1039599)",44.0,77
NZ_CP009618.1,"(1039600, 1039699)",51.0,84
NZ_CP009618.1,"(1039700, 1039799)",44.0,62
NZ_CP009618.1,"(1039800, 1039899)",47.0,67
NZ_CP009618.1,"(1039900, 1039999)",48.0,65
NZ_CP009618.1,"(1040000, 1040099)",47.0,72
NZ_CP009618.1,"(1040100, 1040199)",47.0,77
NZ_CP009618.1,"(1040200, 1040299)",53.0,66
NZ_CP009618.1,"(1040300, 1040399)",44.0,98
NZ_CP009618.1,"(1040400, 1040499)",32.0,78
NZ_CP009618.1,"(1040500, 1040599)",48.0,74
NZ_CP009618.1,"(1040600, 1040699)",49.0,68
NZ_CP009618.1,"(1040700, 1040799)",46.0,91
NZ_CP009618.1,"(1040800, 1040899)",46.0,74
NZ_CP009618.1,"(1040900, 1040999)",43.0,93
NZ_CP009618.1,"(1041000, 1041099)",46.0,83
NZ_CP009618.1,"(1041100, 1041199)",43.0,59
NZ_CP009618.1,"(1041200, 1041299)",38.0,88
NZ_CP009618.1,"(1041300, 1041399)",44.0,69
NZ_CP009618.1,"(1041400, 1041499)",42.0,97
NZ_CP009618.1,"(1041500, 1041599)",54.0,62
NZ_CP009618.1,"(1041600, 1041699)",38.0,72
NZ_CP009618.1,"(1041700, 1041799)",37.0,70
NZ_CP009618.1,"(1041800, 1041899)",50.0,63
NZ_CP009618.1,"(1041900, 1041999)",50.0,62
NZ_CP009618.1,"(1042000, 1042099)",47.0,60
NZ_CP009618.1,"(1042100, 1042199)",48.0,74
NZ_CP009618.1,"(1042200, 1042299)",42.0,63
NZ_CP009618.1,"(1042300, 1042399)",44.0,58
NZ_CP009618.1,"(1042400, 1042499)",50.0,65
NZ_CP009618.1,"(1042500, 1042599)",35.0,77
NZ_CP009618.1,"(1042600, 1042699)",42.0,71
NZ_CP009618.1,"(1042700, 1042799)",52.0,73
NZ_CP009618.1,"(1042800, 1042899)",42.0,79
NZ_CP009618.1,"(1042900, 1042999)",51.0,78
NZ_CP009618.1,"(1043000, 1043099)",43.0,85
NZ_CP009618.1,"(1043100, 1043199)",54.0,66
NZ_CP009618.1,"(1043200, 1043299)",42.0,101
NZ_CP009618.1,"(1043300, 1043399)",44.0,79
NZ_CP009618.1,"(1043400, 1043499)",42.0,68
NZ_CP009618.1,"(1043500, 1043599)",48.0,70
NZ_CP009618.1,"(1043600, 1043699)",53.0,82
NZ_CP009618.1,"(1043700, 1043799)",49.0,75
NZ_CP009618.1,"(1043800, 1043899)",50.0,86
NZ_CP009618.1,"(1043900, 1043999)",41.0,85
NZ_CP009618.1,"(1044000, 1044099)",48.0,88
NZ_CP009618.1,"(1044100, 1044199)",47.0,86
NZ_CP009618.1,"(1044200, 1044299)",48.0,83
NZ_CP009618.1,"(1044300, 1044399)",47.0,63
NZ_CP009618.1,"(1044400, 1044499)",42.0,107
NZ_CP009618.1,"(1044500, 1044599)",48.0,93
NZ_CP009618.1,"(1044600, 1044699)",45.0,56
NZ_CP009618.1,"(1044700, 1044799)",43.0,91
NZ_CP009618.1,"(1044800, 1044899)",38.0,75
NZ_CP009618.1,"(1044900, 1044999)",33.0,74
NZ_CP009618.1,"(1045000, 1045099)",46.0,83
NZ_CP009618.1,"(1045100, 1045199)",41.0,84
NZ_CP009618.1,"(1045200, 1045299)",51.0,64
NZ_CP009618.1,"(1045300, 1045399)",49.0,84
NZ_CP009618.1,"(1045400, 1045499)",53.0,59
NZ_CP009618.1,"(1045500, 1045599)",54.0,66
NZ_CP009618.1,"(1045600, 1045699)",43.0,61
NZ_CP009618.1,"(1045700, 1045799)",48.0,60
NZ_CP009618.1,"(1045800, 1045899)",51.0,62
NZ_CP009618.1,"(1045900, 1045999)",48.0,48
NZ_CP009618.1,"(1046000, 1046099)",45.0,75
NZ_CP009618.1,"(1046100, 1046199)",47.0,73
NZ_CP009618.1,"(1046200, 1046299)",40.0,58
NZ_CP009618.1,"(1046300, 1046399)",53.0,61
NZ_CP009618.1,"(1046400, 1046499)",43.0,60
NZ_CP009618.1,"(1046500, 1046599)",43.0,72
NZ_CP009618.1,"(1046600, 1046699)",46.0,72
NZ_CP009618.1,"(1046700, 1046799)",48.0,65
NZ_CP009618.1,"(1046800, 1046899)",51.0,68
NZ_CP009618.1,"(1046900, 1046999)",47.0,48
NZ_CP009618.1,"(1047000, 1047099)",41.0,14
NZ_CP009618.1,"(1047100, 1047199)",46.0,40
NZ_CP009618.1,"(1047200, 1047299)",43.0,85
NZ_CP009618.1,"(1047300, 1047399)",48.0,69
NZ_CP009618.1,"(1047400, 1047499)",44.0,66
NZ_CP009618.1,"(1047500, 1047599)",42.0,79
NZ_CP009618.1,"(1047600, 1047699)",36.0,82
NZ_CP009618.1,"(1047700, 1047799)",40.0,74
NZ_CP009618.1,"(1047800, 1047899)",46.0,79
NZ_CP009618.1,"(1047900, 1047999)",47.0,65
NZ_CP009618.1,"(1048000, 1048099)",43.0,55
NZ_CP009618.1,"(1048100, 1048199)",44.0,69
NZ_CP009618.1,"(1048200, 1048299)",52.0,54
NZ_CP009618.1,"(1048300, 1048399)",47.0,61
NZ_CP009618.1,"(1048400, 1048499)",48.0,55
NZ_CP009618.1,"(1048500, 1048599)",38.0,79
NZ_CP009618.1,"(1048600, 1048699)",44.0,52
NZ_CP009618.1,"(1048700, 1048799)",41.0,68
NZ_CP009618.1,"(1048800, 1048899)",51.0,93
NZ_CP009618.1,"(1048900, 1048999)",48.0,77
NZ_CP009618.1,"(1049000, 1049099)",45.0,69
NZ_CP009618.1,"(1049100, 1049199)",45.0,72
NZ_CP009618.1,"(1049200, 1049299)",37.0,84
NZ_CP009618.1,"(1049300, 1049399)",22.0,70
NZ_CP009618.1,"(1049400, 1049499)",49.0,44
NZ_CP009618.1,"(1049500, 1049599)",47.0,68
NZ_CP009618.1,"(1049600, 1049699)",48.0,87
NZ_CP009618.1,"(1049700, 1049799)",40.0,75
NZ_CP009618.1,"(1049800, 1049899)",47.0,75
NZ_CP009618.1,"(1049900, 1049999)",45.0,77
NZ_CP009618.1,"(1050000, 1050099)",49.0,58
NZ_CP009618.1,"(1050100, 1050199)",48.0,66
NZ_CP009618.1,"(1050200, 1050299)",45.0,70
NZ_CP009618.1,"(1050300, 1050399)",45.0,46
NZ_CP009618.1,"(1050400, 1050499)",50.0,51
NZ_CP009618.1,"(1050500, 1050599)",47.0,54
NZ_CP009618.1,"(1050600, 1050699)",48.0,51
NZ_CP009618.1,"(1050700, 1050799)",48.0,62
NZ_CP009618.1,"(1050800, 1050899)",47.0,72
NZ_CP009618.1,"(1050900, 1050999)",49.0,74
NZ_CP009618.1,"(1051000, 1051099)",45.0,65
NZ_CP009618.1,"(1051100, 1051199)",48.0,72
NZ_CP009618.1,"(1051200, 1051299)",49.0,71
NZ_CP009618.1,"(1051300, 1051399)",40.0,77
NZ_CP009618.1,"(1051400, 1051499)",39.0,75
NZ_CP009618.1,"(1051500, 1051599)",37.0,88
NZ_CP009618.1,"(1051600, 1051699)",36.0,89
NZ_CP009618.1,"(1051700, 1051799)",38.0,67
NZ_CP009618.1,"(1051800, 1051899)",43.0,79
NZ_CP009618.1,"(1051900, 1051999)",46.0,61
NZ_CP009618.1,"(1052000, 1052099)",43.0,77
NZ_CP009618.1,"(1052100, 1052199)",49.0,73
NZ_CP009618.1,"(1052200, 1052299)",46.0,87
NZ_CP009618.1,"(1052300, 1052399)",47.0,66
NZ_CP009618.1,"(1052400, 1052499)",48.0,58
NZ_CP009618.1,"(1052500, 1052599)",51.0,59
NZ_CP009618.1,"(1052600, 1052699)",49.0,64
NZ_CP009618.1,"(1052700, 1052799)",31.0,70
NZ_CP009618.1,"(1052800, 1052899)",47.0,79
NZ_CP009618.1,"(1052900, 1052999)",54.0,99
NZ_CP009618.1,"(1053000, 1053099)",49.0,61
NZ_CP009618.1,"(1053100, 1053199)",56.0,61
NZ_CP009618.1,"(1053200, 1053299)",48.0,105
NZ_CP009618.1,"(1053300, 1053399)",46.0,59
NZ_CP009618.1,"(1053400, 1053499)",53.0,0
NZ_CP009618.1,"(1053500, 1053599)",49.0,3
NZ_CP009618.1,"(1053600, 1053699)",53.0,10
NZ_CP009618.1,"(1053700, 1053799)",54.0,114
NZ_CP009618.1,"(1053800, 1053899)",47.0,88
NZ_CP009618.1,"(1053900, 1053999)",51.0,148
NZ_CP009618.1,"(1054000, 1054099)",50.0,123
NZ_CP009618.1,"(1054100, 1054199)",46.0,134
NZ_CP009618.1,"(1054200, 1054299)",52.0,100
NZ_CP009618.1,"(1054300, 1054399)",50.0,89
NZ_CP009618.1,"(1054400, 1054499)",49.0,73
NZ_CP009618.1,"(1054500, 1054599)",48.0,54
NZ_CP009618.1,"(1054600, 1054699)",53.0,149
NZ_CP009618.1,"(1054700, 1054799)",47.0,98
NZ_CP009618.1,"(1054800, 1054899)",43.0,88
NZ_CP009618.1,"(1054900, 1054999)",40.0,86
NZ_CP009618.1,"(1055000, 1055099)",45.0,68
NZ_CP009618.1,"(1055100, 1055199)",46.0,72
NZ_CP009618.1,"(1055200, 1055299)",45.0,100
NZ_CP009618.1,"(1055300, 1055399)",34.0,99
NZ_CP009618.1,"(1055400, 1055499)",31.0,60
NZ_CP009618.1,"(1055500, 1055599)",37.0,62
NZ_CP009618.1,"(1055600, 1055699)",44.0,81
NZ_CP009618.1,"(1055700, 1055799)",44.0,51
NZ_CP009618.1,"(1055800, 1055899)",50.0,57
NZ_CP009618.1,"(1055900, 1055999)",49.0,59
NZ_CP009618.1,"(1056000, 1056099)",41.0,56
NZ_CP009618.1,"(1056100, 1056199)",50.0,65
NZ_CP009618.1,"(1056200, 1056299)",46.0,65
NZ_CP009618.1,"(1056300, 1056399)",49.0,67
NZ_CP009618.1,"(1056400, 1056499)",41.0,0
NZ_CP009618.1,"(1056500, 1056599)",45.0,0
NZ_CP009618.1,"(1056600, 1056699)",51.0,0
NZ_CP009618.1,"(1056700, 1056799)",57.0,0
NZ_CP009618.1,"(1056800, 1056899)",48.0,0
NZ_CP009618.1,"(1056900, 1056999)",40.0,0
NZ_CP009618.1,"(1057000, 1057099)",49.0,0
NZ_CP009618.1,"(1057100, 1057199)",50.0,0
NZ_CP009618.1,"(1057200, 1057299)",46.0,0
NZ_CP009618.1,"(1057300, 1057399)",49.0,0
NZ_CP009618.1,"(1057400, 1057499)",52.0,0
NZ_CP009618.1,"(1057500, 1057599)",43.0,0
NZ_CP009618.1,"(1057600, 1057699)",42.0,0
NZ_CP009618.1,"(1057700, 1057799)",43.0,0
NZ_CP009618.1,"(1057800, 1057899)",47.0,0
NZ_CP009618.1,"(1057900, 1057999)",43.0,0
NZ_CP009618.1,"(1058000, 1058099)",44.0,0
NZ_CP009618.1,"(1058100, 1058199)",48.0,0
NZ_CP009618.1,"(1058200, 1058299)",42.0,0
NZ_CP009618.1,"(1058300, 1058399)",48.0,0
NZ_CP009618.1,"(1058400, 1058499)",54.0,0
NZ_CP009618.1,"(1058500, 1058599)",46.0,0
NZ_CP009618.1,"(1058600, 1058699)",48.0,0
NZ_CP009618.1,"(1058700, 1058799)",48.0,0
NZ_CP009618.1,"(1058800, 1058899)",46.0,0
NZ_CP009618.1,"(1058900, 1058999)",46.0,0
NZ_CP009618.1,"(1059000, 1059099)",37.0,0
NZ_CP009618.1,"(1059100, 1059199)",47.0,0
NZ_CP009618.1,"(1059200, 1059299)",46.0,0
NZ_CP009618.1,"(1059300, 1059399)",49.0,0
NZ_CP009618.1,"(1059400, 1059499)",45.0,0
NZ_CP009618.1,"(1059500, 1059599)",39.0,0
NZ_CP009618.1,"(1059600, 1059699)",53.0,0
NZ_CP009618.1,"(1059700, 1059799)",50.0,0
NZ_CP009618.1,"(1059800, 1059899)",43.0,0
NZ_CP009618.1,"(1059900, 1059999)",37.0,0
NZ_CP009618.1,"(1060000, 1060099)",47.0,0
NZ_CP009618.1,"(1060100, 1060199)",47.0,0
NZ_CP009618.1,"(1060200, 1060299)",47.0,0
NZ_CP009618.1,"(1060300, 1060399)",43.0,0
NZ_CP009618.1,"(1060400, 1060499)",53.0,0
NZ_CP009618.1,"(1060500, 1060599)",44.0,0
NZ_CP009618.1,"(1060600, 1060699)",41.0,0
NZ_CP009618.1,"(1060700, 1060799)",43.0,0
NZ_CP009618.1,"(1060800, 1060899)",41.0,0
NZ_CP009618.1,"(1060900, 1060999)",48.0,0
NZ_CP009618.1,"(1061000, 1061099)",47.0,0
NZ_CP009618.1,"(1061100, 1061199)",45.0,0
NZ_CP009618.1,"(1061200, 1061299)",46.0,0
NZ_CP009618.1,"(1061300, 1061399)",53.0,0
NZ_CP009618.1,"(1061400, 1061499)",54.0,0
NZ_CP009618.1,"(1061500, 1061599)",39.0,0
NZ_CP009618.1,"(1061600, 1061699)",47.0,0
NZ_CP009618.1,"(1061700, 1061799)",47.0,0
NZ_CP009618.1,"(1061800, 1061899)",49.0,0
NZ_CP009618.1,"(1061900, 1061999)",45.0,0
NZ_CP009618.1,"(1062000, 1062099)",39.0,0
NZ_CP009618.1,"(1062100, 1062199)",45.0,0
NZ_CP009618.1,"(1062200, 1062299)",46.0,0
NZ_CP009618.1,"(1062300, 1062399)",48.0,0
NZ_CP009618.1,"(1062400, 1062499)",41.0,0
NZ_CP009618.1,"(1062500, 1062599)",53.0,0
NZ_CP009618.1,"(1062600, 1062699)",44.0,0
NZ_CP009618.1,"(1062700, 1062799)",43.0,0
NZ_CP009618.1,"(1062800, 1062899)",50.0,0
NZ_CP009618.1,"(1062900, 1062999)",33.0,0
NZ_CP009618.1,"(1063000, 1063099)",30.0,0
NZ_CP009618.1,"(1063100, 1063199)",36.0,0
NZ_CP009618.1,"(1063200, 1063299)",47.0,0
NZ_CP009618.1,"(1063300, 1063399)",48.0,0
NZ_CP009618.1,"(1063400, 1063499)",46.0,0
NZ_CP009618.1,"(1063500, 1063599)",42.0,0
NZ_CP009618.1,"(1063600, 1063699)",45.0,0
NZ_CP009618.1,"(1063700, 1063799)",39.0,0
NZ_CP009618.1,"(1063800, 1063899)",51.0,0
NZ_CP009618.1,"(1063900, 1063999)",47.0,0
NZ_CP009618.1,"(1064000, 1064099)",51.0,0
NZ_CP009618.1,"(1064100, 1064199)",52.0,0
NZ_CP009618.1,"(1064200, 1064299)",46.0,0
NZ_CP009618.1,"(1064300, 1064399)",43.0,0
NZ_CP009618.1,"(1064400, 1064499)",52.0,0
NZ_CP009618.1,"(1064500, 1064599)",48.0,0
NZ_CP009618.1,"(1064600, 1064699)",48.0,0
NZ_CP009618.1,"(1064700, 1064799)",48.0,0
NZ_CP009618.1,"(1064800, 1064899)",45.0,0
NZ_CP009618.1,"(1064900, 1064999)",39.0,0
NZ_CP009618.1,"(1065000, 1065099)",44.0,0
NZ_CP009618.1,"(1065100, 1065199)",43.0,91
NZ_CP009618.1,"(1065200, 1065299)",49.0,70
NZ_CP009618.1,"(1065300, 1065399)",48.0,66
NZ_CP009618.1,"(1065400, 1065499)",50.0,60
NZ_CP009618.1,"(1065500, 1065599)",46.0,80
NZ_CP009618.1,"(1065600, 1065699)",50.0,67
NZ_CP009618.1,"(1065700, 1065799)",48.0,81
NZ_CP009618.1,"(1065800, 1065899)",49.0,71
NZ_CP009618.1,"(1065900, 1065999)",50.0,82
NZ_CP009618.1,"(1066000, 1066099)",44.0,95
NZ_CP009618.1,"(1066100, 1066199)",40.0,78
NZ_CP009618.1,"(1066200, 1066299)",47.0,86
NZ_CP009618.1,"(1066300, 1066399)",45.0,78
NZ_CP009618.1,"(1066400, 1066499)",45.0,95
NZ_CP009618.1,"(1066500, 1066599)",49.0,73
NZ_CP009618.1,"(1066600, 1066699)",39.0,91
NZ_CP009618.1,"(1066700, 1066799)",34.0,87
NZ_CP009618.1,"(1066800, 1066899)",36.0,68
NZ_CP009618.1,"(1066900, 1066999)",35.0,90
NZ_CP009618.1,"(1067000, 1067099)",39.0,89
NZ_CP009618.1,"(1067100, 1067199)",43.0,73
NZ_CP009618.1,"(1067200, 1067299)",53.0,70
NZ_CP009618.1,"(1067300, 1067399)",40.0,83
NZ_CP009618.1,"(1067400, 1067499)",41.0,87
NZ_CP009618.1,"(1067500, 1067599)",40.0,85
NZ_CP009618.1,"(1067600, 1067699)",49.0,84
NZ_CP009618.1,"(1067700, 1067799)",37.0,89
NZ_CP009618.1,"(1067800, 1067899)",49.0,71
NZ_CP009618.1,"(1067900, 1067999)",41.0,95
NZ_CP009618.1,"(1068000, 1068099)",46.0,70
NZ_CP009618.1,"(1068100, 1068199)",48.0,66
NZ_CP009618.1,"(1068200, 1068299)",45.0,71
NZ_CP009618.1,"(1068300, 1068399)",46.0,72
NZ_CP009618.1,"(1068400, 1068499)",41.0,77
NZ_CP009618.1,"(1068500, 1068599)",42.0,80
NZ_CP009618.1,"(1068600, 1068699)",42.0,97
NZ_CP009618.1,"(1068700, 1068799)",43.0,80
NZ_CP009618.1,"(1068800, 1068899)",40.0,88
NZ_CP009618.1,"(1068900, 1068999)",38.0,71
NZ_CP009618.1,"(1069000, 1069099)",38.0,68
NZ_CP009618.1,"(1069100, 1069199)",46.0,89
NZ_CP009618.1,"(1069200, 1069299)",41.0,67
NZ_CP009618.1,"(1069300, 1069399)",44.0,83
